Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter)
8/21/17,17,0.46,10.00,27.68,23.93,75.84,8.68,29.25,30.04,472.00,
8/21/17,18,0.00,10.00,26.35,22.64,75.92,7.36,29.24,30.03,290.00,
8/21/17,19,0.00,10.00,25.07,22.56,84.88,5.44,29.23,30.02,52.44,
8/21/17,20,0.00,10.00,24.32,22.97,89.24,7.08,29.22,30.01,0.00,
8/21/17,21,0.24,10.00,23.84,22.30,85.84,6.28,29.21,30.00,0.00,
8/21/17,22,0.14,10.00,23.24,21.34,85.60,5.80,29.18,29.97,0.00,
8/21/17,23,0.47,7.63,23.14,20.25,80.78,9.55,29.18,29.97,0.00,
8/21/17,24,0.53,2.88,22.56,21.78,95.35,7.78,29.16,29.96,0.00,
8/22/17,1,0.99,5.20,22.08,21.21,96.49,5.72,29.15,29.94,0.00,
8/22/17,2,0.99,10.00,22.00,21.21,94.04,3.84,29.15,29.94,0.00,
8/22/17,3,0.98,7.70,21.71,21.19,96.21,9.49,29.16,29.96,0.00,
8/22/17,4,0.91,7.81,20.65,20.73,98.85,6.15,29.17,29.96,0.00,
8/22/17,5,0.74,6.96,20.30,20.46,99.72,1.08,29.15,29.94,0.00,
8/22/17,6,0.83,8.96,20.39,20.61,97.96,4.28,29.15,29.94,16.00,
8/22/17,7,0.99,7.00,20.67,20.90,98.92,3.40,29.13,29.92,145.35,
8/22/17,8,1.00,10.00,21.41,21.13,95.52,6.96,29.14,29.94,344.00,
8/22/17,9,0.90,9.96,22.61,21.09,88.04,10.27,29.15,29.94,991.75,
8/22/17,10,0.65,10.00,23.77,20.69,80.84,9.69,29.16,29.95,1898.75,
8/22/17,11,0.65,10.00,24.68,20.65,75.23,9.38,29.16,29.95,3149.25,
8/22/17,12,0.80,10.00,25.56,20.49,72.86,10.89,29.16,29.95,3482.75,
8/22/17,13,0.99,10.00,25.75,20.10,69.80,13.88,29.17,29.96,3589.75,
8/22/17,14,0.65,10.00,26.16,19.60,66.28,14.00,29.16,29.95,3003.50,
8/22/17,15,0.31,10.00,25.60,17.98,61.28,17.20,29.17,29.96,2936.50,
8/22/17,16,0.30,10.00,24.86,17.09,59.92,10.76,29.17,29.96,2774.50,
8/22/17,17,0.15,10.00,24.17,16.41,58.64,10.60,29.17,29.96,1388.75,
8/22/17,18,0.00,10.00,21.83,16.16,63.76,7.68,29.18,29.97,465.00,
8/22/17,19,0.00,10.00,18.94,15.95,73.04,6.72,29.20,29.99,40.64,
8/22/17,20,0.00,10.00,17.61,15.34,75.96,7.00,29.22,30.01,0.00,
8/22/17,21,0.00,10.00,16.63,15.31,82.92,6.36,29.23,30.02,0.00,
8/22/17,22,0.00,10.00,15.61,15.15,89.88,5.32,29.24,30.03,0.00,
8/22/17,23,0.00,10.00,14.89,14.58,90.84,6.60,29.26,30.05,0.00,
8/22/17,24,0.00,10.00,15.26,14.19,90.00,7.78,29.26,30.05,0.00,
8/23/17,1,0.00,10.00,13.85,13.76,90.96,7.24,29.26,30.05,0.00,
8/23/17,2,0.00,10.00,13.19,13.49,90.96,7.48,29.26,30.05,0.00,
8/23/17,3,0.00,10.00,12.82,13.04,91.92,7.24,29.26,30.05,0.00,
8/23/17,4,0.00,10.00,12.58,12.76,90.96,7.24,29.26,30.05,0.00,
8/23/17,5,0.00,10.00,12.31,12.46,92.88,6.92,29.27,30.06,0.00,
8/23/17,6,0.00,10.00,13.79,12.83,86.16,7.24,29.28,30.07,79.71,
8/23/17,7,0.00,10.00,16.57,13.57,78.12,6.32,29.29,30.08,737.00,
8/23/17,8,0.00,10.00,19.30,14.23,70.00,6.28,29.29,30.08,1964.50,
8/23/17,9,0.00,10.00,21.90,13.77,57.48,6.84,29.30,30.09,3080.75,
8/23/17,10,0.00,10.00,23.24,12.59,50.88,8.40,29.31,30.10,3969.00,
8/23/17,11,0.28,10.00,24.00,11.06,43.40,9.16,29.30,30.09,4539.25,
8/23/17,12,0.29,10.00,24.35,10.97,40.52,12.92,29.29,30.08,4404.75,
8/23/17,13,0.44,10.00,24.72,10.29,39.04,11.52,29.28,30.07,4110.50,
8/23/17,14,0.30,10.00,24.72,10.79,39.00,9.68,29.26,30.05,3436.50,
8/23/17,15,0.62,10.00,24.73,10.26,38.76,9.84,29.25,30.04,3536.00,
8/23/17,16,0.01,10.00,24.28,10.51,39.92,8.32,29.24,30.03,2251.00,
8/23/17,17,0.01,10.00,23.44,11.03,43.16,6.96,29.24,30.03,1283.75,
8/23/17,18,0.00,10.00,20.69,12.39,52.40,5.68,29.24,30.03,616.25,
8/23/17,19,0.00,10.00,17.79,13.92,68.08,2.12,29.24,30.03,35.05,
8/23/17,20,0.00,10.00,16.07,14.43,78.56,3.00,29.25,30.04,0.00,
8/23/17,21,0.00,10.00,15.06,14.54,84.12,3.64,29.25,30.04,0.00,
8/23/17,22,0.00,10.00,14.22,14.42,87.96,3.52,29.26,30.05,0.00,
8/23/17,23,0.00,10.00,13.82,14.13,88.08,1.08,29.26,30.05,0.00,
8/23/17,24,0.00,10.00,13.93,13.75,90.33,0.55,29.26,30.05,0.00,
8/24/17,1,0.00,10.00,12.85,13.53,90.00,0.24,29.27,30.06,0.00,
8/24/17,2,0.00,10.00,12.30,13.34,93.96,0.12,29.27,30.06,0.00,
8/24/17,3,0.00,10.00,11.92,12.96,93.84,0.12,29.27,30.06,0.00,
8/24/17,4,0.00,10.00,11.87,12.70,92.04,0.20,29.28,30.07,0.00,
8/24/17,5,0.00,10.00,11.60,12.58,94.92,0.12,29.30,30.09,0.00,
8/24/17,6,0.00,10.00,14.03,13.75,86.40,0.00,29.31,30.10,72.01,
8/24/17,7,0.00,10.00,17.47,13.72,72.24,3.52,29.31,30.11,705.50,
8/24/17,8,0.00,9.04,20.37,14.43,67.16,4.36,29.31,30.11,1898.00,
8/24/17,9,0.00,9.04,22.81,14.75,59.08,6.64,29.31,30.11,3012.00,
8/24/17,10,0.00,10.00,24.06,13.08,48.52,7.04,29.30,30.10,3736.25,
8/24/17,11,0.28,9.04,24.68,12.96,46.72,8.64,29.31,30.10,4505.75,
8/24/17,12,0.42,10.00,24.94,13.35,47.44,9.72,29.31,30.10,3427.00,
8/24/17,13,0.42,10.00,25.04,13.14,47.08,8.12,29.30,30.09,3942.50,
8/24/17,14,0.30,10.00,25.16,13.42,46.80,9.68,29.30,30.09,4055.75,
8/24/17,15,0.45,9.04,24.81,13.06,46.24,8.32,29.29,30.08,2956.75,
8/24/17,16,0.64,10.00,24.28,12.50,45.52,9.32,29.29,30.08,2377.00,
8/24/17,17,0.01,10.00,23.21,11.90,46.20,7.32,29.29,30.08,1260.50,
8/24/17,18,0.00,10.00,20.47,13.32,55.20,8.28,29.29,30.08,522.75,
8/24/17,19,0.00,10.00,17.61,15.57,73.64,8.28,29.31,30.11,47.22,
8/24/17,20,0.00,10.00,17.49,14.68,78.56,8.72,29.33,30.13,0.00,
8/24/17,21,0.00,10.00,16.74,13.80,77.60,9.40,29.34,30.14,0.00,
8/24/17,22,0.00,10.00,15.81,12.94,79.72,10.92,29.35,30.14,0.00,
8/24/17,23,0.00,10.00,14.76,12.39,80.88,9.04,29.36,30.16,0.00,
8/24/17,24,0.00,10.00,14.77,12.02,81.00,9.00,29.37,30.17,0.00,
8/25/17,1,0.00,10.00,13.66,11.35,81.12,7.08,29.38,30.17,0.00,
8/25/17,2,0.00,10.00,13.47,11.21,82.24,7.80,29.39,30.19,0.00,
8/25/17,3,0.00,10.00,12.99,11.41,87.60,6.80,29.39,30.19,0.00,
8/25/17,4,0.00,10.00,12.26,11.22,87.68,4.80,29.40,30.20,0.00,
8/25/17,5,0.00,10.00,12.65,10.99,87.12,5.04,29.42,30.22,0.00,
8/25/17,6,0.00,10.00,13.69,11.41,85.04,6.40,29.43,30.23,76.23,
8/25/17,7,0.00,10.00,16.11,12.57,81.84,6.64,29.43,30.23,692.50,
8/25/17,8,0.00,10.00,18.15,12.34,68.08,8.04,29.43,30.23,1843.75,
8/25/17,9,0.00,10.00,19.37,11.43,57.72,7.68,29.45,30.25,2133.50,
8/25/17,10,0.00,10.00,21.18,11.00,51.64,8.32,29.45,30.25,3756.50,
8/25/17,11,0.00,9.04,22.14,11.32,49.20,5.68,29.45,30.25,3666.00,
8/25/17,12,0.00,10.00,22.92,11.69,49.80,4.44,29.44,30.24,4259.50,
8/25/17,13,0.00,9.04,23.62,11.71,46.04,6.20,29.43,30.23,3614.75,
8/25/17,14,0.00,10.00,23.92,10.72,43.40,8.60,29.41,30.21,4128.25,
8/25/17,15,0.00,8.40,24.06,10.76,42.56,7.36,29.41,30.21,3587.75,
8/25/17,16,0.00,10.00,23.75,10.95,44.48,8.28,29.41,30.21,2706.75,
8/25/17,17,0.00,10.00,22.33,12.10,50.32,8.52,29.42,30.22,1534.75,
8/25/17,18,0.00,10.00,19.30,12.67,58.00,7.36,29.41,30.21,466.75,
8/25/17,19,0.00,10.00,17.11,13.50,69.88,7.68,29.42,30.22,33.65,
8/25/17,20,0.00,10.00,17.05,13.24,76.53,6.16,29.42,30.22,0.00,
8/25/17,21,0.00,10.00,16.54,12.63,76.84,4.44,29.44,30.24,0.00,
8/25/17,22,0.00,10.00,15.49,12.19,79.08,5.40,29.44,30.24,0.00,
8/25/17,23,0.00,10.00,15.18,11.78,79.92,3.76,29.45,30.25,0.00,
8/25/17,24,0.00,10.00,15.06,11.58,80.67,3.44,29.45,30.25,0.00,
8/26/17,1,0.00,10.00,14.26,11.75,81.92,5.36,29.44,30.24,0.00,
8/26/17,2,0.00,10.00,13.91,11.59,83.84,4.76,29.44,30.24,0.00,
8/26/17,3,0.00,10.00,13.49,11.47,85.88,5.08,29.44,30.24,0.00,
8/26/17,4,0.00,10.00,14.01,11.43,84.92,5.04,29.45,30.25,0.00,
8/26/17,5,0.00,10.00,14.23,11.56,84.72,4.44,29.46,30.26,0.00,
8/26/17,6,0.00,10.00,14.92,12.04,81.92,5.68,29.46,30.26,52.99,
8/26/17,7,0.00,10.00,16.81,12.67,78.64,5.36,29.46,30.26,659.25,
8/26/17,8,0.00,10.00,18.98,13.27,69.48,6.72,29.46,30.26,1737.00,
8/26/17,9,0.14,9.04,21.55,13.22,58.28,7.92,29.47,30.27,2620.75,
8/26/17,10,0.00,10.00,23.63,13.40,52.72,8.12,29.46,30.26,3741.75,
8/26/17,11,0.00,10.00,24.66,13.66,49.92,7.08,29.45,30.25,4225.50,
8/26/17,12,0.00,9.04,25.41,13.52,46.92,5.72,29.44,30.24,4339.00,
8/26/17,13,0.14,6.48,25.78,12.77,43.92,4.44,29.42,30.22,4258.00,
8/26/17,14,0.42,5.52,26.10,12.17,41.96,5.08,29.41,30.21,3936.75,
8/26/17,15,0.42,4.88,25.76,12.72,43.16,4.48,29.39,30.19,3585.25,
8/26/17,16,0.00,10.00,24.54,14.01,48.96,4.40,29.39,30.19,2226.25,
8/26/17,17,0.00,10.00,23.05,15.33,58.88,5.88,29.39,30.18,752.25,
8/26/17,18,0.00,10.00,21.33,15.69,64.36,6.20,29.37,30.17,313.00,
8/26/17,19,0.00,10.00,20.26,15.71,68.88,4.40,29.38,30.18,35.51,
8/26/17,20,0.00,10.00,20.13,15.66,73.12,5.24,29.39,30.19,0.00,
8/26/17,21,0.00,10.00,18.45,15.51,76.96,5.68,29.39,30.19,0.00,
8/26/17,22,0.00,10.00,17.03,15.48,82.80,4.40,29.39,30.19,0.00,
8/26/17,23,0.00,10.00,16.01,15.07,84.84,4.36,29.39,30.19,0.00,
8/26/17,24,0.00,10.00,15.96,14.63,87.00,5.00,29.39,30.18,0.00,
8/27/17,1,0.00,10.00,14.79,14.02,87.00,2.76,29.37,30.17,0.00,
8/27/17,2,0.39,10.00,14.64,13.82,88.08,2.16,29.36,30.16,0.00,
8/27/17,3,0.15,10.00,14.06,13.48,87.12,1.16,29.34,30.14,0.00,
8/27/17,4,0.14,10.00,13.26,13.14,91.92,4.68,29.34,30.14,0.00,
8/27/17,5,0.00,10.00,13.31,13.04,91.92,1.20,29.35,30.14,0.00,
8/27/17,6,0.00,9.92,14.56,13.43,88.20,4.04,29.34,30.14,57.88,
8/27/17,7,0.46,10.00,17.05,14.32,83.04,4.92,29.36,30.16,593.25,
8/27/17,8,0.97,10.00,19.89,15.20,77.16,7.24,29.36,30.15,1214.00,
8/27/17,9,0.97,10.00,22.07,15.56,66.68,7.04,29.36,30.15,2844.00,
8/27/17,10,0.91,10.00,23.84,15.74,60.56,3.96,29.35,30.14,2713.00,
8/27/17,11,0.38,10.00,25.49,15.12,53.16,5.40,29.33,30.12,4134.00,
8/27/17,12,0.02,10.00,26.18,14.39,48.08,6.28,29.31,30.10,4351.25,
8/27/17,13,0.15,10.00,26.75,15.00,48.84,6.32,29.28,30.07,3572.75,
8/27/17,14,0.00,10.00,27.11,15.20,47.52,6.64,29.27,30.06,4087.25,
8/27/17,15,0.65,10.00,26.69,14.33,44.76,4.72,29.27,30.06,3169.50,
8/27/17,16,0.99,10.00,26.11,14.56,47.76,0.20,29.27,30.06,1375.25,
8/27/17,17,0.79,10.00,25.34,15.10,49.04,2.20,29.26,30.05,1193.50,
8/27/17,18,0.18,10.00,23.42,16.19,57.04,1.08,29.26,30.05,311.50,
8/27/17,19,0.00,10.00,20.88,17.83,72.48,4.60,29.25,30.04,17.34,
8/27/17,20,0.01,10.00,20.37,17.60,78.24,0.12,29.26,30.05,0.00,
8/27/17,21,0.00,10.00,19.68,17.52,80.36,1.72,29.25,30.04,0.00,
8/27/17,22,0.52,10.00,19.49,17.23,80.68,1.92,29.25,30.04,0.00,
8/27/17,23,0.72,10.00,19.32,18.63,90.60,7.68,29.24,30.03,0.00,
8/27/17,24,0.50,10.00,19.34,18.75,91.68,0.33,29.24,30.03,0.00,
8/28/17,1,0.83,10.00,18.55,17.96,92.64,0.00,29.23,30.02,0.00,
8/28/17,2,1.00,10.00,18.45,17.95,90.84,0.96,29.22,30.01,0.00,
8/28/17,3,1.00,9.04,18.30,17.67,91.80,3.08,29.23,30.02,0.00,
8/28/17,4,0.98,10.00,18.33,17.22,89.88,4.92,29.23,30.02,0.00,
8/28/17,5,0.62,10.00,17.59,17.01,92.85,5.36,29.24,30.03,0.00,
8/28/17,6,0.91,9.96,17.72,17.07,91.80,1.16,29.26,30.05,41.38,
8/28/17,7,1.00,5.84,19.20,16.59,83.88,3.00,29.27,30.06,400.75,
8/28/17,8,0.92,9.04,19.53,17.72,90.21,4.80,29.26,30.05,1080.25,
8/28/17,9,0.16,10.00,21.13,18.52,83.88,5.64,29.25,30.04,795.75,
8/28/17,10,0.00,10.00,22.99,17.80,73.28,5.44,29.25,30.04,3066.00,
8/28/17,11,0.00,10.00,24.72,16.93,62.40,6.00,29.24,30.03,4283.75,
8/28/17,12,0.15,10.00,25.91,16.98,58.85,2.68,29.23,30.02,4385.00,
8/28/17,13,0.00,10.00,26.68,17.38,56.00,5.72,29.21,30.00,4320.50,
8/28/17,14,0.53,10.00,27.16,16.76,53.04,6.52,29.18,29.97,3398.25,
8/28/17,15,0.74,10.00,25.93,16.73,55.08,6.04,29.17,29.96,2893.25,
8/28/17,16,0.99,3.04,21.72,18.07,84.33,7.97,29.20,30.00,623.50,
8/28/17,17,0.98,7.72,18.33,18.02,91.50,8.47,29.22,30.02,29.76,
8/28/17,18,1.00,6.04,17.94,18.25,95.72,5.72,29.24,30.03,0.00,
8/28/17,19,0.99,9.04,17.93,17.52,93.32,7.72,29.25,30.05,0.00,
8/28/17,20,0.99,10.00,17.70,17.18,93.00,5.72,29.23,30.02,0.00,
8/28/17,21,0.52,10.00,17.48,17.09,96.84,0.20,29.23,30.02,0.00,
8/28/17,22,0.98,10.00,16.88,16.90,94.28,1.16,29.21,30.00,0.00,
8/28/17,23,0.52,10.00,16.09,16.54,93.00,3.40,29.21,30.00,0.00,
8/28/17,24,0.02,9.78,16.03,16.27,96.56,2.67,29.22,30.01,0.00,
8/29/17,1,0.51,9.84,15.66,16.33,95.56,0.00,29.22,30.01,0.00,
8/29/17,2,0.39,8.92,14.98,15.85,96.84,1.08,29.22,30.01,0.00,
8/29/17,3,0.38,7.92,14.59,15.98,97.80,0.12,29.22,30.01,0.00,
8/29/17,4,0.00,7.04,14.41,15.76,97.00,0.00,29.23,30.02,0.00,
8/29/17,5,0.00,4.76,13.90,14.73,96.84,2.12,29.25,30.04,0.00,
8/29/17,6,0.01,8.92,15.39,16.00,94.60,4.60,29.25,30.04,72.20,
8/29/17,7,0.44,10.00,17.75,17.07,90.00,2.76,29.26,30.05,565.00,
8/29/17,8,0.00,10.00,20.50,17.56,80.92,0.12,29.26,30.05,1688.75,
8/29/17,9,0.00,10.00,22.21,18.30,76.76,5.76,29.26,30.05,3058.75,
8/29/17,10,0.15,10.00,23.58,18.52,73.53,6.52,29.27,30.06,3890.25,
8/29/17,11,0.52,10.00,24.40,18.14,68.56,6.96,29.26,30.05,4371.25,
8/29/17,12,0.54,10.00,25.07,18.05,64.72,2.44,29.25,30.04,3339.75,
8/29/17,13,0.54,10.00,25.59,17.54,61.04,2.04,29.24,30.03,3138.00,
8/29/17,14,0.64,10.00,26.12,17.55,57.64,0.96,29.22,30.01,2402.25,
8/29/17,15,0.44,10.00,26.15,17.54,59.00,5.56,29.22,30.01,2182.25,
8/29/17,16,0.30,10.00,26.11,17.25,57.08,4.08,29.22,30.01,2324.50,
8/29/17,17,0.42,10.00,24.52,18.29,66.41,7.04,29.22,30.01,1486.25,
8/29/17,18,0.00,10.00,22.51,18.88,76.73,6.68,29.22,30.01,455.00,
8/29/17,19,0.82,10.00,20.64,19.06,80.60,4.76,29.24,30.03,23.65,
8/29/17,20,0.15,10.00,19.56,18.99,85.72,3.08,29.25,30.04,0.00,
8/29/17,21,0.14,10.00,18.84,18.74,86.88,3.76,29.26,30.05,0.00,
8/29/17,22,0.00,10.00,17.99,18.43,87.84,5.56,29.26,30.05,0.00,
8/29/17,23,0.00,10.00,17.42,17.87,88.92,7.28,29.24,30.03,0.00,
8/29/17,24,0.00,9.89,18.06,17.59,89.34,7.00,29.24,30.03,0.00,
8/30/17,1,0.00,7.00,16.65,17.19,91.80,5.68,29.24,30.03,0.00,
8/30/17,2,0.00,6.92,16.11,16.98,93.00,1.92,29.25,30.04,0.00,
8/30/17,3,0.00,6.28,15.87,16.90,96.72,0.00,29.26,30.05,0.00,
8/30/17,4,0.00,5.00,15.28,16.87,95.56,2.88,29.27,30.06,0.00,
8/30/17,5,0.00,3.00,15.40,16.73,94.16,3.32,29.28,30.07,0.00,
8/30/17,6,0.00,3.16,16.57,16.95,95.56,4.72,29.30,30.09,57.18,
8/30/17,7,0.00,6.32,18.53,17.28,89.76,6.04,29.30,30.10,632.00,
8/30/17,8,0.00,9.04,20.86,18.08,83.56,8.88,29.31,30.10,1866.25,
8/30/17,9,0.00,10.00,22.70,17.57,72.64,6.04,29.31,30.11,3041.00,
8/30/17,10,0.28,10.00,23.81,17.19,66.08,5.96,29.31,30.10,3901.50,
8/30/17,11,0.65,10.00,24.49,17.25,63.76,5.08,29.30,30.09,4448.25,
8/30/17,12,0.75,10.00,24.87,16.91,62.24,6.20,29.29,30.08,3329.75,
8/30/17,13,0.46,10.00,25.65,16.84,57.92,6.72,29.28,30.07,2423.75,
8/30/17,14,0.43,10.00,25.77,16.73,56.40,7.92,29.27,30.06,3285.25,
8/30/17,15,0.55,10.00,25.66,16.77,56.44,4.80,29.27,30.06,2297.25,
8/30/17,16,0.00,10.00,25.47,16.27,21.02,6.96,8.53,30.05,2911.75,
8/30/17,17,0.02,10.00,24.47,16.05,21.06,6.96,8.53,30.06,1609.50,
8/30/17,18,0.00,10.00,21.95,16.91,50.33,5.00,22.36,30.06,451.50,
8/30/17,19,0.00,10.00,19.77,17.33,72.04,4.40,29.29,30.08,21.60,
8/30/17,20,0.00,10.00,18.87,17.42,77.80,4.04,29.30,30.09,0.00,
8/30/17,21,0.00,10.00,18.21,17.02,78.12,3.72,29.30,30.09,0.00,
8/30/17,22,0.00,10.00,17.47,16.76,79.32,2.12,29.30,30.09,0.00,
8/30/17,23,0.00,10.00,16.50,16.48,86.88,0.20,29.29,30.08,0.00,
8/30/17,24,0.00,10.00,16.76,16.27,90.00,0.33,29.28,30.07,0.00,
8/31/17,1,0.00,9.96,14.97,15.89,91.92,0.00,29.27,30.06,0.00,
8/31/17,2,0.00,9.92,15.12,15.93,87.24,5.76,29.28,30.07,0.00,
8/31/17,3,0.00,9.92,15.78,16.01,82.44,8.84,29.29,30.08,0.00,
8/31/17,4,0.00,10.00,15.29,16.01,89.04,7.92,29.30,30.09,0.00,
8/31/17,5,0.00,8.08,15.56,16.43,92.88,8.24,29.31,30.11,0.00,
8/31/17,6,0.00,7.08,16.56,17.03,92.88,7.48,29.33,30.12,26.68,
8/31/17,7,0.00,9.96,18.46,17.92,94.16,8.36,29.34,30.13,392.25,
8/31/17,8,0.00,9.04,19.94,18.38,86.88,10.68,29.33,30.12,1090.50,
8/31/17,9,0.29,10.00,21.54,18.54,81.12,13.48,29.34,30.13,1823.75,
8/31/17,10,0.82,10.00,22.94,18.80,76.76,9.72,29.34,30.13,2837.75,
8/31/17,11,0.64,10.00,23.97,18.64,69.84,8.12,29.32,30.11,3435.75,
8/31/17,12,0.64,10.00,24.35,18.54,68.16,9.92,29.31,30.10,3127.75,
8/31/17,13,0.64,10.00,24.60,17.44,61.92,11.56,29.29,30.08,2987.25,
8/31/17,14,0.55,10.00,24.80,16.60,58.08,10.04,29.28,30.07,2140.25,
8/31/17,15,0.01,10.00,24.49,16.21,21.14,11.72,8.53,30.06,2680.50,
8/31/17,16,0.02,10.00,23.82,15.57,21.30,12.44,8.53,30.06,1847.25,
8/31/17,17,0.00,10.00,22.32,17.05,21.38,14.16,8.52,30.05,954.75,
8/31/17,18,0.00,10.00,20.79,16.94,21.62,14.52,8.53,30.06,368.00,
8/31/17,19,0.00,10.00,19.27,16.53,21.89,14.92,8.53,30.06,34.48,
8/31/17,20,0.06,10.00,18.82,16.32,24.37,14.69,9.31,30.07,0.00,
8/31/17,21,0.02,10.00,18.19,16.24,22.09,11.76,8.53,30.07,0.00,
8/31/17,22,0.00,10.00,18.10,16.50,22.21,10.96,8.53,30.08,0.00,
8/31/17,23,0.00,10.00,18.10,16.27,22.33,14.20,8.53,30.08,0.00,
8/31/17,24,0.89,10.00,17.96,16.04,87.00,13.89,29.28,30.08,0.00,
9/1/17,1,0.00,10.00,16.93,15.14,86.88,11.00,29.29,30.08,0.00,
9/1/17,2,0.00,10.00,16.27,13.96,84.60,12.08,29.29,30.08,0.00,
9/1/17,3,0.00,10.00,15.38,12.25,80.76,13.36,29.29,30.08,0.00,
9/1/17,4,0.00,10.00,14.57,11.74,82.80,11.80,29.29,30.08,0.00,
9/1/17,5,0.00,10.00,13.80,11.44,85.68,14.04,29.29,30.09,0.00,
9/1/17,6,0.00,10.00,13.31,10.96,86.64,13.36,29.30,30.10,50.12,
9/1/17,7,0.00,10.00,13.40,10.99,85.44,15.04,29.31,30.10,446.25,
9/1/17,8,0.00,10.00,14.46,11.22,81.40,16.40,29.31,30.11,1142.75,
9/1/17,9,0.28,10.00,15.91,11.62,75.20,17.04,29.32,30.12,2299.00,
9/1/17,10,0.52,10.00,17.37,12.01,70.12,17.64,29.32,30.12,2867.25,
9/1/17,11,0.14,10.00,18.74,11.75,62.84,17.00,29.31,30.11,3835.75,
9/1/17,12,0.00,10.00,19.88,12.01,60.12,15.16,29.30,30.10,4406.75,
9/1/17,13,0.00,10.00,20.60,11.22,54.68,16.96,29.29,30.08,4478.50,
9/1/17,14,0.00,10.00,20.70,12.12,57.88,13.36,29.29,30.08,3426.25,
9/1/17,15,0.00,10.00,20.86,11.99,54.04,14.68,29.29,30.08,3618.00,
9/1/17,16,0.00,10.00,20.74,11.38,52.20,13.68,29.29,30.08,2341.50,
9/1/17,17,0.00,10.00,20.09,11.18,53.48,11.52,29.29,30.08,2012.00,
9/1/17,18,0.00,10.00,17.58,11.29,60.04,7.68,29.29,30.08,663.00,
9/1/17,19,0.00,10.00,14.71,11.64,67.36,7.00,29.29,30.09,32.58,
9/1/17,20,0.00,10.00,13.28,11.99,77.49,5.68,29.31,30.10,0.00,
9/1/17,21,0.00,10.00,12.33,11.60,80.56,7.96,29.31,30.10,0.00,
9/1/17,22,0.00,10.00,11.56,11.02,82.56,8.00,29.30,30.09,0.00,
9/1/17,23,0.00,10.00,10.80,10.60,83.77,7.16,29.29,30.08,0.00,
9/1/17,24,0.00,10.00,10.85,9.90,81.79,6.22,29.29,30.08,0.00,
9/2/17,1,0.00,10.00,9.26,9.11,82.68,6.40,29.27,30.06,0.00,
9/2/17,2,0.00,10.00,8.83,8.70,79.76,7.96,29.26,30.05,0.00,
9/2/17,3,0.00,10.00,8.31,8.19,83.00,7.64,29.25,30.04,0.00,
9/2/17,4,0.00,10.00,7.90,7.64,83.00,7.32,29.26,30.05,0.00,
9/2/17,5,0.00,10.00,7.31,7.30,84.08,8.56,29.26,30.05,0.00,
9/2/17,6,0.00,10.00,8.75,7.42,81.20,7.36,29.27,30.06,44.48,
9/2/17,7,0.00,10.00,11.76,8.66,76.80,8.60,29.28,30.07,686.50,
9/2/17,8,0.00,10.00,14.51,10.66,76.60,6.64,29.29,30.08,2046.25,
9/2/17,9,0.00,10.00,17.09,12.11,70.68,5.44,29.28,30.07,3243.50,
9/2/17,10,0.00,9.96,19.15,11.63,61.16,8.68,29.27,30.06,4097.50,
9/2/17,11,0.00,10.00,20.38,10.81,53.56,7.76,29.26,30.05,4676.00,
9/2/17,12,0.00,10.00,21.52,10.53,49.12,8.36,29.26,30.05,4699.50,
9/2/17,13,0.00,10.00,22.25,10.21,45.56,7.00,29.23,30.02,4710.75,
9/2/17,14,0.00,10.00,22.93,9.91,42.44,6.28,29.22,30.01,4492.25,
9/2/17,15,0.00,10.00,23.23,9.36,40.40,5.68,29.20,29.99,3812.00,
9/2/17,16,0.00,10.00,23.16,7.72,35.60,7.00,29.20,29.99,2822.50,
9/2/17,17,0.00,10.00,21.73,9.60,43.08,5.04,29.20,29.99,1534.00,
9/2/17,18,0.00,10.00,18.79,11.42,55.16,2.12,29.20,29.99,357.25,
9/2/17,19,0.38,10.00,16.34,12.35,65.72,4.72,29.20,29.99,19.45,
9/2/17,20,0.80,10.00,16.01,11.80,64.67,6.00,29.21,30.00,0.00,
9/2/17,21,0.99,10.00,16.13,12.37,68.72,5.32,29.21,30.00,0.00,
9/2/17,22,0.98,10.00,16.60,12.16,65.51,5.40,29.20,29.99,0.00,
9/2/17,23,0.99,10.00,16.47,12.88,71.16,4.80,29.19,29.98,0.00,
9/2/17,24,0.97,10.00,16.73,12.77,70.33,3.33,29.19,29.98,0.00,
9/3/17,1,0.82,10.00,15.92,12.79,73.20,0.24,29.18,29.97,0.00,
9/3/17,2,0.39,10.00,15.59,13.08,78.00,1.16,29.18,29.97,0.00,
9/3/17,3,0.00,10.00,14.39,13.02,83.88,2.80,29.19,29.98,0.00,
9/3/17,4,0.00,10.00,13.26,12.80,85.88,4.40,29.20,29.99,0.00,
9/3/17,5,0.00,10.00,12.89,12.92,88.08,5.96,29.22,30.01,0.00,
9/3/17,6,0.00,10.00,14.17,13.76,89.04,5.76,29.23,30.02,63.23,
9/3/17,7,0.00,10.00,17.55,15.52,83.88,4.68,29.25,30.04,704.00,
9/3/17,8,0.00,10.00,20.91,17.53,80.16,5.24,29.26,30.05,1802.00,
9/3/17,9,0.00,10.00,23.32,18.83,74.12,4.28,29.27,30.06,2931.50,
9/3/17,10,0.00,10.00,24.95,17.10,60.40,0.24,29.27,30.06,3742.75,
9/3/17,11,0.01,10.00,26.04,14.96,49.24,1.08,29.26,30.05,4354.50,
